Name,Description,Website,Theme,Focus-Area,Opportunity-Space,Founded,Headcount,Country,Location,Funding-Date,Funding-Stage,Total-Funding,Maturity,Inc.-Compass,Hero
"689Cloud","689Cloud is a cloud-based project collaboration and file sharing platform. It enables users to encrypt documents and files, collaborate with each other, track status, manage, edit and share documents and file links. It allows users to manage real-time communication via chat and notification. It can be integrated with other business applications. It provides solutions for industries such as banking, financial, manufacturing, insurance, pharma and biotech and more. It offers subscription-based pricing model. Customers include Vietnam International Bank, Real Reach Marketing, Clean Air Car Service and others. Its partners include Amazon Web Services, SAP, IIJ and Vietnam Silicon Valley.","https://689cloud.com","undefined","Expertise & Community","","2017","0","Vietnam","Hanoi","Friday, 2 February 2018","Seed","0","Not Complete","0","0"
"Avion","Cloud-based solutions for user story mapping. The features of the product include road mapping, product visualization, team collaboration, user journeys building, backlog organization, product design and development, workflow creation, integrations, etc.","https://www.avion.io/","undefined","Expertise & Community","","2017","0","United Kingdom","London","Thursday, 3 December 2020","Seed","401.15","Not Complete","0","0"
"ProcurementFlow","ProcurementFlow provides team management and procurement handling software. It allows users to manage a digital workspace, collaborates with teams, connects and manage procurement handling solutions. It uses Kanban Boards to handle the business process and workflow automation solutions. Its features include procurement project management, project and task drag and drop solutions. It caters solutions for multiple industries. It offers a subscription-based pricing model.","https://www.procurementflow.com/","undefined","Expertise & Community","","2019","0","Estonia","Tallinn","Monday, 11 November 2019","Seed","660.904","Not Complete","0","0"
"Airship","Airship provides a platform for managing the roll-outs of a particular product. The platform allows the product managers to roll-out a new feature only to a selected set of users. This allows them to conduct A/B testing and get the feedback, before the actual release of the module. It can be integrated with other CI/CD tools and QA platforms for enhancing its capabilities. The product can also be used to run trial marketing campaigns. It is available in 3 versions - Hobby (free), Growth ($64/month), and Enterprise(price available on request).","http://airshiphq.com","undefined","Expertise & Community","","2018","0","United States","San Francisco","Friday, 1 June 2018","Seed","120","Not Complete","0","0"
"TerraTrue","TerraTrue is a cloud based data privacy and workflow management software. It provides solutions for real-time data mapping & privacy. The product offers teams to conquer privacy, collaborate on launches, and ship software. The features of the product include privacy, data collection, automation of privacy workflows, etc.","https://terratruehq.com","undefined","Expertise & Community","","2018","0","United States","San Francisco","Thursday, 6 May 2021","Series B","14.999.993","Not Complete","0","0"
"StoryBrain","StoryBrain is an AI-based visual content optimization platform for websites & apps. It uses AI to optimize images for websites and apps. The platform optimizes and replaces images with custom design and control properties of images on one floor.","https://storybrain.io","undefined","Expertise & Community","","2019","0","Singapore","Singapore","Thursday, 9 January 2020","Seed","0","Not Complete","0","0"
"Orcaso","Cloud based platform offering task management software. The solution focuses on project management, productivity software, and task management using gamification to engage employees through points and rewards. It also offers integration with Slack to stay updated with the team progress.","http://orcaso.io","undefined","Expertise & Community","","2017","0","India","Chennai","Friday, 21 May 2021","Seed","162.168","Not Complete","0","0"
"Chisel","Platform offering product management software. The platform offers solutions such as road mapping to build product roadmaps with unlimited user seats, feature management, and prioritization, team management to understand the team members and boost collaborative environment, and product feedback to conduct product feedback surveys with the pre built survey templates.","https://chisellabs.com","undefined","Expertise & Community","","2020","0","United States","San Francisco","Tuesday, 21 December 2021","Seed","1.500.000","Not Complete","0","0"
"Cooperlink","Cooperlink offers project and partnership management solutions. It allows users to connect with teams, assign projects and tasks, track deadlines of the project. It enables users to share information and data related to projects with partners and teams. It can be integrated with CustomTool, Sharepoint, Office365, GoogleDrive and Alfresco. It offers a subscription-based pricing model.","https://www.cooperlink.io/","undefined","Expertise & Community","Other","2017","0","Belgium","Seraing","Wednesday, 5 December 2018","Seed","1.250.510","Not Complete","0","0"
"LendingPoint","LendingPoint is an online lending marketplace for personal loans. Borrowers can apply for a personal loan via its online platform and access to financing by connecting with multiple lending partners. The interest rates vary depending on factors such as the amount borrowed, term length, and FICO scores of applicants.","https://www.lendingpoint.com/ ","undefined","Financing","(5) Easing cash flow financing for businesses","2014","0","United States","Atlanta","Tuesday, 9 March 2021","Series B","325.000.000","Not Complete","1","0"
"Fable","Provider of user story mapping software. It offers a collaborative product spec editor for product-driven teams to create and collaborate on product specifications. It is a browser tool that helps create and collaborate on PRDs, stories, and user flows before exporting them into issue and task trackers. It syncs with ticket management systems like Jira and enables smart progress tracking.","https://www.tryfable.com/","undefined","Expertise & Community","","2021","0","United States","New York City","Friday, 1 January 2021","Seed","125","Not Complete","0","0"
"Snapboard","Snapboard is a cloud-based project management software provider for dashboards. It offers features such as member management, board management, card management, recorders management, and customization management. It enables user access on a subscription-based pricing module.","https://snapboard.io","undefined","Expertise & Community","","2019","0","United Kingdom","London","Monday, 1 June 2020","Seed","150","Not Complete","0","0"
